序号	时间标识	源通道	帧ID	帧类型	帧格式	CAN类型	方向	长度	数据
615	2023-03-23 19:26:26.093	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
616	2023-03-23 19:26:26.098	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
617	2023-03-23 19:26:26.098	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
618	2023-03-23 19:26:26.098	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
619	2023-03-23 19:26:26.100	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 F0 BF 
620	2023-03-23 19:26:26.100	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
621	2023-03-23 19:26:26.103	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 08 C9 
622	2023-03-23 19:26:26.103	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 BF 7A 
623	2023-03-23 19:26:26.107	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF DF 26 
624	2023-03-23 19:26:26.107	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 FF BC 
625	2023-03-23 19:26:26.107	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 F0 EA 
626	2023-03-23 19:26:26.110	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 F1 82 
627	2023-03-23 19:26:26.110	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	05 D7 00 B3 CF 3E B8 0B 
628	2023-03-23 19:26:26.110	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F F0 03 
629	2023-03-23 19:26:26.110	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 BF 27 
630	2023-03-23 19:26:26.112	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
631	2023-03-23 19:26:26.115	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
632	2023-03-23 19:26:26.115	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 00 D5 
633	2023-03-23 19:26:26.115	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 0F F0 
634	2023-03-23 19:26:26.115	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 AF 50 
635	2023-03-23 19:26:26.195	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	05 FF 7F 23 04 90 FE 5F 
636	2023-03-23 19:26:26.195	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
637	2023-03-23 19:26:26.195	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 9F 9F 
638	2023-03-23 19:26:26.195	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 00 AF 
639	2023-03-23 19:26:26.195	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 20 E3 
640	2023-03-23 19:26:26.195	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
641	2023-03-23 19:26:26.195	Ch0	0x367	标准帧	数据帧	CANFD加速	Rx	24	10 3E A9 79 EC FF FF FF FF FF FF FF FF FF FF FF FF 00 00 00 00 00 00 00 
642	2023-03-23 19:26:26.195	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
643	2023-03-23 19:26:26.195	Ch0	0x3CD	标准帧	数据帧	CANFD加速	Rx	8	61 00 FF FF FF FF 00 00 
644	2023-03-23 19:26:26.195	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
645	2023-03-23 19:26:26.195	Ch0	0x510	标准帧	数据帧	CANFD加速	Rx	8	10 00 00 00 00 00 00 EF 
646	2023-03-23 19:26:26.195	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF EF 16 
647	2023-03-23 19:26:26.195	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 8F 70 
648	2023-03-23 19:26:26.195	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	03 2C 94 02 F8 FF FF FF 
649	2023-03-23 19:26:26.195	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
650	2023-03-23 19:26:26.195	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 0F AD 
651	2023-03-23 19:26:26.195	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 0F 3E 
652	2023-03-23 19:26:26.195	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF CF C6 
653	2023-03-23 19:26:26.195	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
654	2023-03-23 19:26:26.195	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
655	2023-03-23 19:26:26.195	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
656	2023-03-23 19:26:26.195	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF CF 45 
657	2023-03-23 19:26:26.195	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 10 9F 
658	2023-03-23 19:26:26.195	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
659	2023-03-23 19:26:26.195	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 09 C8 
660	2023-03-23 19:26:26.195	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 CF 6A 
661	2023-03-23 19:26:26.195	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF FF 06 
662	2023-03-23 19:26:26.195	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 0F AC 
663	2023-03-23 19:26:26.195	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 00 DA 
664	2023-03-23 19:26:26.195	Ch0	0x4D9	标准帧	数据帧	CANFD加速	Rx	8	02 6D FA 40 83 F0 FF FF 
665	2023-03-23 19:26:26.195	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 01 72 
666	2023-03-23 19:26:26.195	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 00 F3 
667	2023-03-23 19:26:26.195	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 CF 17 
668	2023-03-23 19:26:26.195	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
669	2023-03-23 19:26:26.195	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 10 C5 
670	2023-03-23 19:26:26.195	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 1F E0 
671	2023-03-23 19:26:26.195	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 BF 40 
672	2023-03-23 19:26:26.195	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 20 8F 
673	2023-03-23 19:26:26.195	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
674	2023-03-23 19:26:26.195	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF AF 8F 
675	2023-03-23 19:26:26.195	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
676	2023-03-23 19:26:26.195	Ch0	0x3A7	标准帧	数据帧	CANFD加速	Rx	8	82 82 A0 AA F8 FF FF FF 
677	2023-03-23 19:26:26.195	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 0F F6 
678	2023-03-23 19:26:26.195	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 30 D3 
679	2023-03-23 19:26:26.195	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
680	2023-03-23 19:26:26.195	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	06 9E 00 01 28 00 97 00 
681	2023-03-23 19:26:26.195	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
682	2023-03-23 19:26:26.195	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	09 7A 2E F0 FF F4 20 1E 
683	2023-03-23 19:26:26.195	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 9F 60 
684	2023-03-23 19:26:26.195	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 30 7F 
685	2023-03-23 19:26:26.195	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 30 D1 
686	2023-03-23 19:26:26.195	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 1F 9D 
687	2023-03-23 19:26:26.195	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 1F 2E 
688	2023-03-23 19:26:26.195	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
689	2023-03-23 19:26:26.195	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
690	2023-03-23 19:26:26.195	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
691	2023-03-23 19:26:26.195	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 1F E6 
692	2023-03-23 19:26:26.196	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
693	2023-03-23 19:26:26.198	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
694	2023-03-23 19:26:26.202	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	06 FE EF FF FE EF FF 83 
695	2023-03-23 19:26:26.202	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
696	2023-03-23 19:26:26.202	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 40 C1 
697	2023-03-23 19:26:26.205	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0A C7 
698	2023-03-23 19:26:26.205	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 DF 5A 
699	2023-03-23 19:26:26.205	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 1F 9C 
700	2023-03-23 19:26:26.208	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 10 CA 
701	2023-03-23 19:26:26.208	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 11 62 
702	2023-03-23 19:26:26.208	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 10 E3 
703	2023-03-23 19:26:26.211	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 DF 07 
704	2023-03-23 19:26:26.211	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 40 6F 
705	2023-03-23 19:26:26.215	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 50 B1 
706	2023-03-23 19:26:26.215	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
707	2023-03-23 19:26:26.215	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 20 B5 
708	2023-03-23 19:26:26.215	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 2F D0 
709	2023-03-23 19:26:26.218	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 CF 30 
710	2023-03-23 19:26:26.218	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
711	2023-03-23 19:26:26.218	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 2F D6 
712	2023-03-23 19:26:26.221	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF BF 7F 
713	2023-03-23 19:26:26.225	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 60 A1 
714	2023-03-23 19:26:26.228	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 40 C3 
715	2023-03-23 19:26:26.228	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
716	2023-03-23 19:26:26.231	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 50 5F 
717	2023-03-23 19:26:26.234	Ch0	0x41F	标准帧	数据帧	CANFD加速	Rx	8	82 00 05 00 4A 00 00 00 
718	2023-03-23 19:26:26.234	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 70 91 
719	2023-03-23 19:26:26.234	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
720	2023-03-23 19:26:26.234	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 AF 50 
721	2023-03-23 19:26:26.240	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 3F C6 
722	2023-03-23 19:26:26.244	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 80 81 
723	2023-03-23 19:26:26.244	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 2F 8D 
724	2023-03-23 19:26:26.244	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
725	2023-03-23 19:26:26.244	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
726	2023-03-23 19:26:26.244	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
727	2023-03-23 19:26:26.244	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 2F 1E 
728	2023-03-23 19:26:26.247	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF DF B6 
729	2023-03-23 19:26:26.247	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF DF 35 
730	2023-03-23 19:26:26.250	Ch0	0x4CA	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
731	2023-03-23 19:26:26.250	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	07 00 30 00 00 00 00 FF 
732	2023-03-23 19:26:26.250	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 60 4F 
733	2023-03-23 19:26:26.253	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
734	2023-03-23 19:26:26.253	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0B C6 
735	2023-03-23 19:26:26.256	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 EF 4A 
736	2023-03-23 19:26:26.256	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 2F 8C 
737	2023-03-23 19:26:26.259	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 20 BA 
738	2023-03-23 19:26:26.259	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 21 52 
739	2023-03-23 19:26:26.259	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 20 D3 
740	2023-03-23 19:26:26.262	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 EF F7 
741	2023-03-23 19:26:26.262	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	05 2B 28 01 20 F1 46 AE 
742	2023-03-23 19:26:26.262	Ch0	0x4A4	标准帧	数据帧	CANFD加速	Rx	8	02 F0 F0 E0 FF FF FF FF 
743	2023-03-23 19:26:26.265	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
744	2023-03-23 19:26:26.265	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 4F B6 
745	2023-03-23 19:26:26.265	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 30 A5 
746	2023-03-23 19:26:26.269	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 3F C0 
747	2023-03-23 19:26:26.269	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
748	2023-03-23 19:26:26.269	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 DF 20 
749	2023-03-23 19:26:26.269	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF CF 6F 
750	2023-03-23 19:26:26.273	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 70 3F 
751	2023-03-23 19:26:26.273	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	0A 01 00 00 00 00 00 00 
752	2023-03-23 19:26:26.276	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
753	2023-03-23 19:26:26.279	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 50 B3 
754	2023-03-23 19:26:26.279	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
755	2023-03-23 19:26:26.286	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	08 00 00 00 00 00 1D 00 
756	2023-03-23 19:26:26.286	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
757	2023-03-23 19:26:26.286	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 5F A6 
758	2023-03-23 19:26:26.288	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 BF 40 
759	2023-03-23 19:26:26.288	Ch0	0x1E0	标准帧	数据帧	CANFD加速	Rx	8	01 00 02 00 00 00 00 00 
760	2023-03-23 19:26:26.291	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 80 2F 
761	2023-03-23 19:26:26.295	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 3F 7D 
762	2023-03-23 19:26:26.295	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
763	2023-03-23 19:26:26.295	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
764	2023-03-23 19:26:26.295	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
765	2023-03-23 19:26:26.295	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 3F 0E 
766	2023-03-23 19:26:26.297	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
767	2023-03-23 19:26:26.297	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
768	2023-03-23 19:26:26.297	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
769	2023-03-23 19:26:26.301	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
770	2023-03-23 19:26:26.304	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0C C5 
771	2023-03-23 19:26:26.307	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 FF 3A 
772	2023-03-23 19:26:26.307	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 6F 96 
773	2023-03-23 19:26:26.307	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 3F 7C 
774	2023-03-23 19:26:26.310	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 30 AA 
775	2023-03-23 19:26:26.310	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 31 42 
776	2023-03-23 19:26:26.310	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 30 C3 
777	2023-03-23 19:26:26.313	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 FF E7 
778	2023-03-23 19:26:26.313	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 90 1F 
779	2023-03-23 19:26:26.316	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
780	2023-03-23 19:26:26.316	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
781	2023-03-23 19:26:26.316	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 40 95 
782	2023-03-23 19:26:26.319	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 4F B0 
783	2023-03-23 19:26:26.319	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
784	2023-03-23 19:26:26.319	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 EF 10 
785	2023-03-23 19:26:26.319	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF DF 5F 
786	2023-03-23 19:26:26.323	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	08 C0 F8 64 C0 00 00 FF 
787	2023-03-23 19:26:26.326	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
788	2023-03-23 19:26:26.326	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 7F 86 
789	2023-03-23 19:26:26.331	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 60 A3 
790	2023-03-23 19:26:26.331	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
791	2023-03-23 19:26:26.333	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 A0 0F 
792	2023-03-23 19:26:26.337	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
793	2023-03-23 19:26:26.337	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
794	2023-03-23 19:26:26.337	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 CF 30 
795	2023-03-23 19:26:26.343	Ch0	0x4A9	标准帧	数据帧	CANFD加速	Rx	8	40 00 00 00 00 00 00 00 
796	2023-03-23 19:26:26.347	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 4F 6D 
797	2023-03-23 19:26:26.347	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
798	2023-03-23 19:26:26.347	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
799	2023-03-23 19:26:26.347	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
800	2023-03-23 19:26:26.347	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 4F FE 
